"";"Program.kreditiranja";"Korisnik.kredita";"Odobreno.KN";"Godina";"OIB";"sus"
"5841";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";588249;NA;23057039320;0
"5842";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";293415;NA;23057039320;0
"5843";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";808653;NA;23057039320;0
"5844";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";4433403;NA;23057039320;0
"5845";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";212393;NA;23057039320;0
"5846";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1706042;NA;23057039320;0
"5847";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1130384;NA;23057039320;0
"5848";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2784112;NA;23057039320;0
"5849";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";8064680;NA;23057039320;0
"5850";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";815564;NA;23057039320;0
"5851";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3682495;NA;23057039320;0
"5852";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1483515;NA;23057039320;0
"5853";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";4821424;NA;23057039320;0
"5854";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";4083877;NA;23057039320;0
"5855";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";253713;NA;23057039320;0
"5856";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";453379;NA;23057039320;0
"5857";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1824079;NA;23057039320;0
"5858";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2969941;NA;23057039320;0
"5859";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1517860;NA;23057039320;0
"5860";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";5354491;NA;23057039320;0
"5861";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";373226;NA;23057039320;0
"5862";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";4576644;NA;23057039320;0
"5863";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";101536;NA;23057039320;0
"5864";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";853021;NA;23057039320;0
"5865";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";758845;NA;23057039320;0
"5866";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1794445;NA;23057039320;0
"5867";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";972585;NA;23057039320;0
"5868";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1642257;NA;23057039320;0
"5869";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";6670281;NA;23057039320;0
"5870";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";149791;NA;23057039320;0
"5871";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1408749;NA;23057039320;0
"5872";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3691021;NA;23057039320;0
"5873";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1014101;NA;23057039320;0
"5874";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";7739854;NA;23057039320;0
"5875";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";707384;NA;23057039320;0
"5876";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";7416218;NA;23057039320;0
"5877";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";292934;NA;23057039320;0
"5878";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";4544692;NA;23057039320;0
"5879";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3534946;NA;23057039320;0
"5880";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";903891;NA;23057039320;0
"5881";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";740629;NA;23057039320;0
"5882";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3532773;NA;23057039320;0
"5883";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";5934060;NA;23057039320;0
"5884";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";956387;NA;23057039320;0
"5885";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3068618;NA;23057039320;0
"5886";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1483515;NA;23057039320;0
"5887";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1854394;NA;23057039320;0
"5888";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1681953;NA;23057039320;0
"5889";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";4597068;NA;23057039320;0
"5890";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";4132552;NA;23057039320;0
"5891";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2521975;NA;23057039320;0
"5892";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";519230;NA;23057039320;0
"5893";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1113601;NA;23057039320;0
"5894";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2043658;NA;23057039320;0
"5895";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2497209;NA;23057039320;0
"5896";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2077844;NA;23057039320;0
"5897";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";788719;NA;23057039320;0
"5898";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1298076;NA;23057039320;0
"5899";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3714303;NA;23057039320;0
"5900";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3991391;NA;23057039320;0
"5901";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";979120;NA;23057039320;0
"5902";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";7168741;NA;23057039320;0
"5903";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";613063;NA;23057039320;0
"5904";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1839559;NA;23057039320;0
"5905";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1038460;NA;23057039320;0
"5906";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";885936;NA;23057039320;0
"5907";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";608241;NA;23057039320;0
"5908";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1483515;NA;23057039320;0
"5909";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3486260;NA;23057039320;0
"5910";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3486260;NA;23057039320;0
"5911";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2707415;NA;23057039320;0
"5912";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3602654;NA;23057039320;0
"5913";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1363001;NA;23057039320;0
"5914";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1668954;NA;23057039320;0
"5915";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";746774;NA;23057039320;0
"5916";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1892303;NA;23057039320;0
"5917";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1112636;NA;23057039320;0
"5918";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";4005490;NA;23057039320;0
"5919";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1487067;NA;23057039320;0
"5920";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";586747;NA;23057039320;0
"5921";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2969113;NA;23057039320;0
"5922";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";615659;NA;23057039320;0
"5923";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1862892;NA;23057039320;0
"5924";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2744503;NA;23057039320;0
"5925";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2188185;NA;23057039320;0
"5926";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1131345;NA;23057039320;0
"5927";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1217343;NA;23057039320;0
"5928";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3565962;NA;23057039320;0
"5929";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3752603;NA;23057039320;0
"5930";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3211810;NA;23057039320;0
"5931";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";950682;NA;23057039320;0
"5932";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3334636;NA;23057039320;0
"5933";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";7292199;NA;23057039320;0
"5934";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";4461722;NA;23057039320;0
"5935";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";141666;NA;23057039320;0
"5936";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1520603;NA;23057039320;0
"5937";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";259419;NA;23057039320;0
"5938";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";4086939;NA;23057039320;0
"5939";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";6213742;NA;23057039320;0
"5940";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2293465;NA;23057039320;0
"5941";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";708378;NA;23057039320;0
"5942";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";367102;NA;23057039320;0
"5943";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2197581;NA;23057039320;0
"5944";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1330040;NA;23057039320;0
"5945";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";792684;NA;23057039320;0
"5946";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";357494;NA;23057039320;0
"5947";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3560436;NA;23057039320;0
"5948";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3226645;NA;23057039320;0
"5949";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";741757;NA;23057039320;0
"5950";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";853021;NA;23057039320;0
"5951";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";5891217;NA;23057039320;0
"5952";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2499723;NA;23057039320;0
"5953";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3912819;NA;23057039320;0
"5954";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3818612;NA;23057039320;0
"5955";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2069961;NA;23057039320;0
"5956";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";4162500;NA;23057039320;0
"5957";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1960159;NA;23057039320;0
"5958";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2161697;NA;23057039320;0
"5959";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";741757;NA;23057039320;0
"5960";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";640000;NA;23057039320;0
"5961";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";7395486;NA;23057039320;0
"5962";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3760000;NA;23057039320;0
"5963";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1237140;NA;23057039320;0
"5964";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1300000;NA;23057039320;0
"5965";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2260000;NA;23057039320;0
"5966";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2321701;NA;23057039320;0
"5967";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2e+05;NA;23057039320;0
"5968";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3800000;NA;23057039320;0
"5969";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";445054;NA;23057039320;0
"5970";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";538516;NA;23057039320;0
"5971";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1112636;NA;23057039320;0
"5972";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3400000;NA;23057039320;0
"5973";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3425000;NA;23057039320;0
"5974";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1247400;NA;23057039320;0
"5975";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";259615;NA;23057039320;0
"5976";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";506249;NA;23057039320;0
"5977";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2324169;NA;23057039320;0
"5978";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3450000;NA;23057039320;0
"5979";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1483515;NA;23057039320;0
"5980";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";228900;NA;23057039320;0
"5981";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3389832;NA;23057039320;0
"5982";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2284613;NA;23057039320;0
"5983";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";434737;NA;23057039320;0
"5984";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";834477;NA;23057039320;0
"5985";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3708787;NA;23057039320;0
"5986";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";252198;NA;23057039320;0
"5987";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1600000;NA;23057039320;0
"5988";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1693125;NA;23057039320;0
"5989";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2151097;NA;23057039320;0
"5990";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";890109;NA;23057039320;0
"5991";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1377751;NA;23057039320;0
"5992";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1600000;NA;23057039320;0
"5993";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1335163;NA;23057039320;0
"5994";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";7380487;NA;23057039320;0
"5995";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2100000;NA;23057039320;0
"5996";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2017580;NA;23057039320;0
"5997";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1111487;NA;23057039320;0
"5998";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";815933;NA;23057039320;0
"5999";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1e+06;NA;23057039320;0
"6000";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";530000;NA;23057039320;0
"6001";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1817306;NA;23057039320;0
"6002";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3337909;NA;23057039320;0
"6003";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1750548;NA;23057039320;0
"6004";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";5679871;NA;23057039320;0
"6005";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3500000;NA;23057039320;0
"6006";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";237362;NA;23057039320;0
"6007";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";2640657;NA;23057039320;0
"6008";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1200000;NA;23057039320;0
"6009";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";940000;NA;23057039320;0
"6010";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";210000;NA;23057039320;0
"6011";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";4e+05;NA;23057039320;0
"6012";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";105612;NA;23057039320;0
"6013";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";927000;NA;23057039320;0
"6014";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1342581;NA;23057039320;0
"6015";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1854394;NA;23057039320;0
"6016";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1700000;NA;23057039320;0
"6017";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";815933;NA;23057039320;0
"6018";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1182806;NA;23057039320;0
"6019";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";741757;NA;23057039320;0
"6020";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";459890;NA;23057039320;0
"6021";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";4079666;NA;23057039320;0
"6022";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3e+06;NA;23057039320;0
"6023";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";1980000;NA;23057039320;0
"6024";"Malo i srednje poduzetništvo";"ERSTE & STEIERMARKISCHE BANK D.D.";3894227;NA;23057039320;0
"6025";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";185439;NA;23057039320;0
"6026";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";185439;NA;23057039320;0
"6027";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";49698;NA;23057039320;0
"6028";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";185439;NA;23057039320;0
"6029";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";185439;NA;23057039320;0
"6030";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";162445;NA;23057039320;0
"6031";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";99585;NA;23057039320;0
"6032";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";185439;NA;23057039320;0
"6033";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";148352;NA;23057039320;0
"6034";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";70467;NA;23057039320;0
"6035";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";129808;NA;23057039320;0
"6036";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";185439;NA;23057039320;0
"6037";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";89011;NA;23057039320;0
"6038";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";185439;NA;23057039320;0
"6039";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";51923;NA;23057039320;0
"6040";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";148352;NA;23057039320;0
"6041";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";85302;NA;23057039320;0
"6042";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";100137;NA;23057039320;0
"6043";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";185439;NA;23057039320;0
"6044";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";185439;NA;23057039320;0
"6045";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";59341;NA;23057039320;0
"6046";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";118681;NA;23057039320;0
"6047";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";185439;NA;23057039320;0
"6048";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";171346;NA;23057039320;0
"6049";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";185439;NA;23057039320;0
"6050";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";111264;NA;23057039320;0
"6051";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";53919;NA;23057039320;0
"6052";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";185439;NA;23057039320;0
"6053";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";185439;NA;23057039320;0
"6054";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";96428;NA;23057039320;0
"6055";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";185439;NA;23057039320;0
"6056";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";76030;NA;23057039320;0
"6057";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";185439;NA;23057039320;0
"6058";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";139450;NA;23057039320;0
"6059";"Mikrokreditiranje uz potporu EU";"ERSTE & STEIERMARKISCHE BANK D.D.";74176;NA;23057039320;0
"6060";"Model A";"ERSTE & STEIERMARKISCHE BANK D.D.";8e+05;NA;23057039320;0
"6061";"Model A";"ERSTE & STEIERMARKISCHE BANK D.D.";2800000;NA;23057039320;0
"6062";"Model A";"ERSTE & STEIERMARKISCHE BANK D.D.";1200000;NA;23057039320;0
"6063";"Model A";"ERSTE & STEIERMARKISCHE BANK D.D.";2800000;NA;23057039320;0
"6064";"Model A";"ERSTE & STEIERMARKISCHE BANK D.D.";1200000;NA;23057039320;0
"6065";"Model A";"ERSTE & STEIERMARKISCHE BANK D.D.";1e+06;NA;23057039320;0
"6066";"Model A";"ERSTE & STEIERMARKISCHE BANK D.D.";160000;NA;23057039320;0
"6067";"Model A";"ERSTE & STEIERMARKISCHE BANK D.D.";3880000;NA;23057039320;0
"6068";"Model A";"ERSTE & STEIERMARKISCHE BANK D.D.";292000;NA;23057039320;0
"6069";"Model A";"ERSTE & STEIERMARKISCHE BANK D.D.";3236846;NA;23057039320;0
"6070";"Model A";"ERSTE & STEIERMARKISCHE BANK D.D.";80000;NA;23057039320;0
"6071";"Model A";"ERSTE & STEIERMARKISCHE BANK D.D.";145000;NA;23057039320;0
"6072";"Model A";"ERSTE & STEIERMARKISCHE BANK D.D.";1200000;NA;23057039320;0
"6073";"Model A";"ERSTE & STEIERMARKISCHE BANK D.D.";1760000;NA;23057039320;0
"6074";"Model A";"ERSTE & STEIERMARKISCHE BANK D.D.";3e+06;NA;23057039320;0
"6075";"Model A";"ERSTE & STEIERMARKISCHE BANK D.D.";1400000;NA;23057039320;0
